Znak,P1_1,P1_2,P2_1,P2_2,P3_1,P3_2,P4_1,P4_2,P5_1,P5_2
a,25640,10020,15183,16082,13005,16907,17615,14340,12466,14658
a,25635,10007,15183,16085,13006,16907,17617,14341,12467,14658
a,25630,10010,15159,16023,12972,16867,17581,14300,12453,14631
a,25626,10023,15160,16027,12972,16869,17584,14300,12455,14631
a,25626,10016,15161,16028,12976,16870,17587,14305,12456,14630
a,25623,9947,15194,16114,13022,16925,17634,14362,12478,14669
a,25622,10023,15162,16031,12975,16872,17587,14303,12457,14633
a,25612,10005,15184,16085,13007,16909,17619,14342,12467,14658
a,25602,10012,15161,16033,12978,16874,17587,14304,12456,14633
a,25595,10024,15163,16036,12979,16876,17590,14307,12457,14635
a,25592,10027,15165,16036,12981,16877,17590,14306,12458,14634
a,25573,9932,15189,16109,13013,16923,17632,14359,12478,14669
a,25571,9953,15188,16108,13015,16921,17632,14357,12478,14668
a,25565,9949,15193,16113,13022,16924,17634,14362,12479,14670
a,25563,9851,15187,16102,13013,16920,17631,14355,12477,14668
a,25562,10007,15187,16101,13013,16917,17632,14354,12475,14666
a,25562,9908,15189,16104,13014,16921,17630,14355,12476,14667
a,25561,10008,15186,16100,13011,16915,17628,14352,12474,14667
a,25541,9944,15190,16110,13018,16922,17634,14361,12478,14672
a,25463,10020,15175,16066,13000,16894,17606,14332,12464,14650
a,25457,9942,15196,16118,13022,16926,17635,14365,12477,14671
a,25419,10250,15169,14862,14837,16635,26223,15359,11756,14864
a,25282,9991,15178,14877,14836,16644,26223,15359,11761,14865
a,25072,9993,15198,16137,13027,16937,17650,14375,12502,14690
a,24966,9330,15086,14972,13950,16012,16400,14080,12513,18913
a,24943,9981,15198,16137,13027,16936,17651,14374,12500,14690
a,24911,9967,15197,16132,13026,16933,17647,14372,12492,14686
a,24893,10333,14965,14743,14647,16592,26228,15273,11689,14819
a,24869,9979,15196,16134,13025,16933,17646,14373,12497,14688
a,24868,10236,15119,14823,14792,16615,26204,15330,11725,14811
a,24867,9968,15197,16129,13027,16932,17644,14372,12483,14684
a,24792,9944,15198,16128,13027,16929,17642,14370,12477,14679
a,24767,9948,15196,16126,13023,16930,17640,14370,12476,14679
a,24760,9957,15198,16131,13024,16931,17645,14371,12479,14681
a,24757,10331,15008,14764,14685,16596,26215,15291,11688,14791
a,24726,9702,15648,19894,15721,19679,24574,14679,12651,16610
a,24677,9990,15198,16137,13027,16935,17650,14375,12501,14691
a,24164,8789,15493,16452,15535,17198,24201,14509,11802,15339
a,23861,9610,15073,14958,13928,15990,16425,14113,12551,13967
a,23861,9962,15197,16130,13026,16932,17644,14372,12481,14684
a,23693,10476,14877,14672,14567,16562,26234,15231,11642,14799
a,23502,9825,16206,16569,15842,17279,17661,15771,13244,15135
a,23236,9802,16201,16559,15839,17275,17654,15770,13242,15147
a,23166,9447,15077,14981,13945,16016,16432,14114,12546,13953
a,22381,9649,15090,14892,13935,15922,16387,14098,12545,13966
a,22360,9802,16201,16558,15839,17273,17652,15769,13239,15145
a,21815,9656,15072,14900,13922,15927,16391,14093,12541,13913
a,21455,9626,15087,14877,13933,15910,16381,14098,12545,13961
a,20132,9827,16209,16576,15845,17283,17668,15780,13251,15140
a,19170,9651,15073,14907,13923,15935,16394,14097,12544,13917
a,18719,9400,15081,14987,13950,16022,16431,14114,12544,24882
a,17231,18909,15010,15577,12887,16147,16958,14408,12187,14755
a,17231,19765,14432,15588,12897,16167,16971,14419,12209,14765
a,17231,22646,14444,15626,12917,16182,16982,14433,12226,14767
a,17228,23106,14463,15645,12945,16199,16992,14451,12247,14775
a,17227,23282,14687,15501,12964,16212,17001,14465,12259,14778
a,17224,23562,14509,15664,12988,16226,17008,14477,12273,14785
a,17224,23502,14510,15713,13028,16253,17026,14508,12306,14800
a,17224,23597,14595,15691,13052,16265,17035,14527,12323,14810
a,17223,23574,14535,15742,13076,16283,17045,14548,12346,14819
a,17222,23130,14526,15677,13012,16239,17018,14493,12289,14792
a,17220,20961,15353,15397,12824,16420,15905,13467,11412,13819
a,17219,9637,16639,16184,16318,16763,26576,16650,13816,14346
a,17218,21830,15387,15407,12841,16433,15866,13437,11394,13781
a,17218,22520,14378,15196,12677,16029,15498,13027,10661,13549
a,17215,23520,15398,15391,12862,16444,15831,13431,11392,13795
a,17215,23001,14581,15001,12726,16060,15548,13097,10746,13654
a,17212,9643,16635,16204,16319,16778,26576,16640,13822,14371
a,17211,23723,15384,15416,12880,16451,15969,13523,11477,13860
a,17211,23098,14590,14942,12771,16087,15596,13146,10774,13673
a,17209,23559,15403,15433,12896,16460,15905,13481,11436,13839
a,17207,24083,15407,15462,12912,16470,16168,13735,11658,14081
a,17207,23476,14493,15124,12816,16109,15631,13191,10827,13695
a,17203,23731,15422,15478,12922,16479,16179,13724,11643,14049
a,17202,24005,15252,15542,12938,16489,16139,13689,11611,14009
a,17202,23512,14698,14977,12849,16133,15635,13204,10850,13709
a,17201,9671,16635,16200,16318,16774,26575,16640,13819,14359
a,17200,24122,15195,15611,12947,16494,16044,13621,11578,13982
a,17200,23414,14397,15225,12877,16151,15651,13230,10886,13740
a,17199,23502,15201,15607,12959,16500,16072,13639,11593,13977
a,17198,9623,16635,16180,16317,16757,26577,16651,13816,14343
a,17198,9688,16631,16215,16318,16787,26575,16634,13824,14369
a,17196,23412,14602,15270,12905,16169,15665,13253,10915,13748
a,17196,23506,14573,15092,12942,16186,15679,13269,10926,13742
a,17193,23112,14731,15127,12986,16215,15687,13293,10944,13742
a,17192,21985,15263,15842,13518,16714,17276,14737,12197,15221
a,17192,23305,14476,15323,12964,16202,15681,13284,10932,13729
a,17191,21552,15257,15837,13517,16717,17248,14711,12181,15191
a,17190,23066,15255,15844,13516,16714,17295,14749,12207,15238
a,17190,21037,15311,15819,13481,16715,17159,14623,12111,15106
a,17190,21884,15262,15846,13504,16719,17109,14590,12083,15066
a,17190,22802,15289,15818,13508,16723,16986,14478,11992,14952
a,17189,21516,15248,15831,13473,16711,17198,14656,12137,15146
a,17189,21808,15276,15823,13504,16722,17067,14550,12047,15024
a,17187,23637,15231,15850,13510,16709,17310,14760,12215,15249
a,17185,24128,15035,15647,13087,16460,17142,14674,12301,14927
a,17185,24311,15141,15492,13099,16466,17145,14680,12306,14933
a,17185,24577,15159,15496,13112,16473,17154,14693,12317,14938
a,17185,9673,16633,16207,16318,16781,26576,16637,13824,14379
a,17184,22794,15144,15453,13061,16451,17125,14657,12282,14914
a,17184,24343,15153,15495,13105,16470,17149,14687,12313,14936
a,17184,23090,15181,15491,13122,16479,17159,14700,12328,14942
a,17183,18813,15138,15448,13053,16444,17119,14649,12274,14909
a,17183,23663,15149,15458,13069,16452,17132,14662,12288,14917
a,17183,24241,15156,15464,13078,16460,17136,14669,12294,14923
a,17183,24518,15168,15495,13116,16476,17158,14696,12322,14941
a,17178,9626,16638,16193,16319,16769,26575,16647,13819,14358
a,17172,21351,15222,15839,13479,16695,17303,14751,12205,15245
a,17160,23903,15199,16058,13211,16571,16902,14368,11992,14739
a,17158,22557,15222,15907,13136,16516,16862,14312,11908,14685
a,17158,23139,15236,15925,13158,16533,16871,14320,11929,14694
a,17158,23860,15224,16002,13176,16544,16886,14336,11958,14708
a,17158,23205,15154,16051,13194,16558,16879,14340,11957,14700
a,17158,23412,15055,16181,13199,16565,16908,14357,11976,14717
a,17157,23088,14917,16065,13168,16539,16872,14327,11936,14694
a,17157,24272,15265,16015,13185,16553,16881,14335,11954,14696
a,17156,23268,15232,15916,13149,16526,16858,14311,11919,14688
a,17155,8451,16589,16075,16474,16701,26607,16539,14030,14084
a,17155,8460,16588,16103,16476,16730,26611,16540,14036,14103
a,17154,21282,15207,15891,13119,16506,16840,14275,11888,14677
a,17154,8448,16587,16098,16476,16726,26611,16542,14037,14097
a,17148,8450,16589,16083,16475,16710,26610,16542,14033,14089
a,17147,9557,16651,16132,16338,16720,26574,16683,13814,14327
a,17146,9603,16638,16173,16318,16750,26580,16654,13815,14349
a,17146,9629,16636,16194,16318,16771,26575,16643,13820,14355
a,17146,8444,16587,16076,16474,16705,26609,16540,14032,14084
a,17145,8455,16590,16046,16474,16677,26602,16537,14027,14069
a,17145,8443,16589,16067,16474,16695,26606,16540,14030,14078
a,17143,9593,16647,16140,16334,16725,26575,16681,13815,14335
a,17143,8446,16590,16035,16473,16672,26603,16539,14026,14070
a,17143,8453,16590,16041,16474,16674,26605,16537,14026,14076
a,17143,8447,16590,16058,16473,16688,26604,16537,14029,14088
a,17142,8447,16588,16063,16473,16692,26606,16539,14030,14099
a,17141,9606,16641,16154,16322,16739,26578,16664,13816,14328
a,17141,8446,16587,16053,16474,16684,26605,16538,14028,14079
a,17139,9587,16644,16152,16327,16733,26579,16671,13817,14343
a,17138,9606,16645,16144,16330,16729,26578,16677,13817,14341
a,16997,9506,15079,14597,13737,15677,16109,13888,12395,23547
a,16993,9508,15075,14609,13739,15692,16087,13829,12376,24870
a,16993,9519,15075,14621,13742,15699,16095,13837,12378,24942
a,16991,9543,15089,14653,13782,15731,16177,13921,12435,13808
a,16990,9425,15103,14663,13803,15741,16183,13939,12439,13812
a,16990,9482,15117,14677,13820,15754,16190,13940,12452,13823
a,16990,9486,15123,14688,13834,15764,16196,13955,12458,21106
a,16989,9536,15081,14638,13749,15715,16166,13899,12431,13793
a,16984,9397,15121,14693,13841,15769,16175,13934,12436,13825
a,16982,9467,15118,14701,13847,15779,16183,13942,12437,13831
a,16980,9326,15122,14709,13848,15785,16188,13948,12435,13825
a,16979,9492,15122,14717,13857,15794,16140,13960,12437,13831
a,16979,9485,15128,14733,13895,15807,16215,13940,12398,23396
a,16978,9433,15123,14725,13886,15799,16211,13976,12437,13846
a,16976,9442,15126,14742,13898,15812,16142,13978,12427,14647
a,16974,9538,15126,14750,13903,15822,16212,13978,12430,13830
a,16970,9575,15114,14756,13902,15830,16217,13981,12432,13832
a,16963,9852,16215,16592,15858,17294,17677,15789,13259,15125
a,16961,9534,15102,14764,13903,15839,16229,13984,12438,13830
a,16958,9511,15098,14772,13906,15848,16331,14071,12518,13912
a,16957,8609,16358,15586,15669,16640,16276,14719,12494,13872
a,16954,9472,15104,14781,13913,15854,16338,14074,12520,13916
a,16953,8509,16161,24709,15150,16755,15714,14206,11737,13569
a,16953,8659,16336,26561,15591,16636,16282,14683,12452,13871
a,16952,9466,15103,14785,13915,15860,16343,14077,12522,13920
a,16952,8505,16161,26442,15156,16752,15713,14212,11743,13572
a,16952,8512,16162,23988,15152,16761,15720,14210,11739,13575
a,16952,8513,16160,26530,15149,16763,15716,14207,11735,13571
a,16952,8551,16360,26620,15674,16634,16256,14742,12509,13875
a,16951,8502,16163,26466,15159,16746,15736,14239,11765,13589
a,16951,8507,16163,24794,15153,16755,15715,14207,11738,13569
a,16951,8518,16160,26533,15151,16763,15715,14197,11729,13568
a,16951,8518,16161,26535,15150,16768,15716,14198,11729,13572
a,16951,8710,16320,26615,15522,16640,16286,14655,12424,13880
a,16950,8502,16161,26459,15158,16748,15728,14228,11753,13583
a,16949,8491,16161,26465,15155,16738,15731,14232,11761,13585
a,16947,9825,16208,16573,15844,17284,17670,15781,13252,15144
a,16947,8730,16304,26476,15458,16659,16300,14614,12397,13877
a,16946,9528,15101,14800,13916,15866,16350,14077,12525,13924
a,16944,8731,16290,26563,15394,16679,16278,14537,12338,13851
a,16942,9533,15098,14814,13919,15872,16354,14078,12528,13928
a,16942,8734,16282,26070,15383,16694,16268,14513,12324,13844
a,16939,9811,16201,16554,15836,17272,17650,15766,13235,15145
a,16939,9495,16392,25372,15525,16755,16466,14781,12402,14109
a,16939,8740,16277,26274,15380,16705,16258,14494,12311,13831
a,16938,9812,16201,16557,15837,17270,17651,15767,13238,15146
a,16938,9524,16412,26073,15529,16722,16454,14797,12386,14117
a,16937,9570,15095,14825,13922,15880,16360,14081,12530,13933
a,16937,9612,15094,14859,13933,15896,16373,14094,12540,13951
a,16937,9508,16398,26069,15528,16746,16460,14781,12391,14115
a,16937,9445,16381,22096,15523,16774,16465,14769,12374,14111
a,16937,9421,16378,25370,15503,16789,16467,14761,12366,14110
a,16936,9812,16202,16555,15838,17273,17654,15769,13239,15151
a,16936,9517,16405,26072,15529,16734,16453,14786,12377,14109
a,16936,9470,16386,25003,15523,16765,16464,14776,12387,14108
a,16935,9571,15096,14838,13931,15888,16365,14086,12535,13945
a,16935,9804,16202,16556,15837,17270,17650,15765,13235,15144
a,16935,9812,16202,16556,15836,17272,17652,15766,13237,15143
a,16935,9536,16418,26068,15528,16706,16443,14799,12389,14112
a,16935,9417,16377,25142,15498,16799,16472,14757,12366,14112
a,16935,8746,16271,26484,15374,16718,16247,14478,12307,13820
a,16935,8753,16269,26586,15388,16731,16241,14465,12314,13809
a,16934,9435,16376,23669,15516,16782,16460,14763,12366,14110
a,16933,9829,16198,16541,15826,17260,17634,15751,13224,15132
a,16933,9844,16200,16547,15831,17264,17641,15757,13228,15137
a,16932,23643,14800,14808,12909,16260,16955,14354,11537,14771
a,16932,9813,16197,16540,15822,17259,17633,15754,13224,15129
a,16932,9833,16198,16542,15826,17261,17637,15754,13226,15136
a,16932,9837,16199,16544,15828,17261,17640,15756,13228,15137
a,16932,9845,16200,16547,15830,17264,17644,15759,13228,15135
a,16932,9709,16197,16551,15835,17271,17648,15764,13233,15144
a,16931,9797,16194,16538,15818,17256,17633,15750,13221,15129
a,16931,9841,16199,16546,15832,17262,17639,15757,13226,15135
a,16930,23556,14805,14804,12938,16281,16969,14383,11572,14773
a,16927,9791,16195,16536,15812,17255,17632,15748,13220,15129
a,16924,10054,16150,16759,15930,17336,17732,15833,13337,15125
a,16923,10053,16153,16762,15931,17337,17732,15833,13338,15131
a,16923,10093,16169,16770,15937,17342,17744,15840,13346,15118
a,16923,10103,16170,16770,15938,17340,17744,15840,13346,15116
a,16923,10103,16172,16771,15940,17341,17746,15839,13345,15117
a,16923,10100,16172,16772,15939,17340,17745,15839,13345,15118
a,16923,10074,16174,16769,15942,17342,17748,15844,13347,15123
a,16922,9798,16191,16529,15807,17250,17623,15741,13215,15119
a,16922,10052,16152,16762,15932,17338,17732,15833,13338,15130
a,16922,10046,16155,16763,15932,17338,17736,15836,13339,15128
a,16922,10036,16156,16763,15933,17336,17733,15837,13339,15129
a,16922,10069,16156,16763,15934,17339,17736,15837,13339,15129
a,16922,10059,16157,16764,15932,17338,17737,15838,13340,15132
a,16922,10067,16158,16766,15934,17337,17735,15836,13340,15127
a,16922,10098,16169,16771,15939,17341,17745,15840,13347,15115
a,16921,23770,14808,14806,12966,16301,16988,14412,11601,14786
a,16921,10048,16155,16762,15932,17336,17732,15835,13339,15129
a,16920,10059,16172,16768,15940,17339,17746,15840,13345,15120
a,16919,9780,16184,16508,15799,17244,17623,15742,13209,15145
a,16919,9779,16186,16513,15798,17243,17623,15742,13210,15145
a,16919,10089,16162,16766,15935,17336,17735,15835,13342,15112
a,16919,10096,16168,16770,15938,17341,17741,15839,13343,15126
a,16919,8171,16508,26341,15807,16544,16250,14657,12350,13836
a,16918,10047,16146,16756,15926,17331,17733,15832,13337,15128
a,16918,10597,16302,26138,15395,16642,16349,14866,12188,14136
a,16918,9449,16320,15675,15380,16638,16482,14965,12394,14219
a,16918,8178,16519,26350,15813,16525,16240,14659,12354,13832
a,16918,8183,16500,26319,15804,16561,16260,14652,12353,13842
a,16918,8280,16473,26580,15833,16634,16223,14594,12317,13803
a,16917,9778,16182,16505,15798,17243,17621,15741,13208,15145
a,16917,10523,16274,26610,15247,16624,16333,14811,12134,14073
a,16917,10621,16310,26637,15520,16696,16376,14917,12266,14217
a,16917,8168,16526,26337,15813,16502,16226,14660,12346,13818
a,16917,8206,16490,26266,15807,16588,16234,14617,12324,13820
a,16917,8241,16481,25787,15823,16615,16220,14601,12308,13803
a,16917,8260,16477,26139,15830,16624,16212,14587,12305,13799
a,16916,9775,16180,16501,15795,17240,17622,15737,13204,15142
a,16916,8221,16487,26061,15814,16602,16230,14606,12319,13813
a,16915,9777,16181,16504,15795,17242,17623,15737,13207,15142
a,16915,10588,16293,26517,15346,16646,16358,14840,12158,14109
a,16915,10696,16331,15767,15683,16889,16543,15016,12450,14516
a,16915,8191,16494,26285,15806,16575,16240,14629,12333,13818
a,16914,23334,14882,14892,12994,16320,17001,14436,11628,14794
a,16914,9766,16179,16493,15789,17236,17613,15727,13194,15137
a,16914,9773,16181,16499,15794,17240,17620,15736,13201,15147
a,16914,10562,16283,26609,15308,16641,16351,14824,12148,14097
a,16913,9767,16178,16493,15791,17237,17615,15728,13194,15135
a,16913,9770,16181,16495,15794,17237,17617,15733,13196,15137
a,16913,10522,16273,26608,15251,16629,16336,14811,12135,14080
a,16913,10535,16274,26610,15258,16636,16338,14812,12134,14083
a,16913,10783,16332,16193,15981,17185,16839,15148,12647,14992
a,16913,9436,16309,15684,15378,16654,16496,14966,12401,14226
a,16912,10523,16275,26603,15239,16616,16325,14807,12129,14071
a,16911,9467,16325,15651,15381,16621,16461,14958,12387,14203
a,16911,9422,16307,15693,15373,16669,16511,14961,12403,14229
a,16911,9405,16302,15706,15362,16683,16526,14958,12410,14241
a,16911,9315,16383,15466,15499,16495,16419,14746,12459,13942
a,16911,9259,16368,15481,15496,16505,16427,14745,12472,13950
a,16910,9142,16360,15498,15497,16517,16430,14742,12477,13953
a,16909,9382,16290,15732,15310,16713,16541,14937,12407,14248
a,16909,9116,16357,15516,15497,16526,16441,14744,12482,13963
a,16909,9147,16367,15536,15525,16536,16452,14762,12509,13993
a,16908,9346,16280,15764,15307,16734,16568,14935,12414,14257
a,16908,9342,16279,15776,15315,16738,16572,14940,12417,14268
a,16908,9383,16384,15434,15493,16480,16408,14746,12447,13931
a,16908,9134,16393,15555,15629,16558,16478,14832,12562,14026
a,16908,9011,16409,15606,15733,16588,16502,14914,12647,14088
a,16907,11902,16330,26582,15081,16425,16333,14822,12182,14017
a,16907,9393,16299,15718,15351,16693,16532,14951,12407,14241
a,16907,9369,16283,15749,15297,16725,16555,14934,12411,14257
a,16907,9422,16420,15797,15853,16731,16598,15025,12719,14339
a,16906,9763,16174,16484,15783,17230,17610,15724,13190,15134
a,16906,11916,16328,26581,15086,16434,16344,14825,12194,14022
a,16906,11926,16328,15429,15091,16449,16342,14817,12197,14024
a,16905,24258,14996,15009,13125,16404,17067,14531,11753,14842
a,16904,11889,16328,26577,15075,16410,16326,14823,12180,14009
a,16903,11935,16324,26630,15092,16457,16352,14824,12202,14028
a,16903,11952,16319,26626,15095,16474,16367,14825,12211,14039
a,16903,9444,16422,16113,16073,16965,16809,15170,12856,14696
a,16902,11943,16321,26626,15093,16469,16357,14822,12205,14032
